sujeto,tarea,epoca,PSD_mu_C3,PSD_mu_C4,PSD_beta_C3,PSD_beta_C4,ApEn_mu_C3,ApEn_beta_C3,ApEn_mu_C4,ApEn_beta_C4,Coh_mu_C3_C4,Coh_beta_C3_C4,CSP_mu_comp1,CSP_mu_comp2,CSP_beta_comp1,CSP_beta_comp2
sub-001,1,35,0.356012701574928,0.3176316881430195,0.45967479558874025,0.5678373304102114,0.5668146874785145,0.9750599270895295,0.5719073858580761,0.9171218008739865,0.7690631488944053,0.6038133643301098,-0.7208023229687728,-1.0064273644200135,-0.7137057867294264,-0.771114076341094
sub-001,0,36,0.3693096756241961,0.3828244522893318,0.5413474756827555,0.45515743610080317,0.5748461567656098,0.8659254953530624,0.5634672372244136,0.9665680514318113,0.6668771255479544,0.5275555934824981,-0.2407058368119849,-0.5798709255294666,-0.293495716261456,-0.6595557502328999
sub-001,2,37,0.34052102159170355,0.34957721598030805,0.5051181524409125,0.5350826968515398,0.5474016247853792,0.941269045748351,0.559319888412388,0.9084729349262908,0.7762077812745926,0.5583932375806635,-1.3108833052749813,-0.6319883001060612,-1.0252412784411973,-0.8310151701819253
sub-001,0,38,0.40955275989819123,0.41967866307638607,0.47126195749554045,0.4857772571968826,0.5791446571549974,0.9143745571335682,0.5699761039756268,0.9380156015058789,0.8203735877293441,0.6607109616109678,-0.941088731974063,-0.5518377052970627,-0.8927580709213138,-0.633922941128476
sub-001,2,39,0.2399457937723832,0.3508861726594246,0.6393908192785278,0.4716782931784546,0.5524417973345948,0.9518272806112007,0.5658581488204639,0.9635290113764103,0.766038637484208,0.7027372473194615,-1.388681786034861,-0.7102437241440093,-1.044911500752489,-0.747350571242952
sub-001,0,40,0.26505478577155045,0.2333000483973589,0.5543346564778452,0.5419198216753529,0.5514406920910826,0.8760364435898902,0.5491858607713205,0.9883160326551561,0.8095469749990294,0.5782724914509588,-1.1653377544509058,-1.2211177481696072,-0.8470398726952891,-0.8985014502086633
sub-001,1,41,0.34761654822932986,0.17307039732830765,0.46910225283655116,0.6097195047364548,0.5640444628263608,0.8472215278988928,0.5800219372547968,0.9217284018492347,0.4510589840672698,0.6236389152912261,-0.5507836558293647,-1.0973478675679147,-0.5105216037839251,-0.6630291626209591
sub-001,0,42,0.44243725702160785,0.34348340545670586,0.4085331334122421,0.4806050174717735,0.5569139718469023,0.7948658551065093,0.562728195776339,0.8373328109943294,0.87558285650463,0.6050660352743747,-0.023774547537338417,-0.25387561815128795,-0.11043268943384299,-0.16532132119676649
sub-001,2,43,0.2656433344910401,0.3002984076822303,0.6235978623603565,0.5417237532182643,0.5679603939661746,0.9072953909282075,0.5568440279922631,0.9665416701400593,0.5995313460751435,0.6225714443864039,-1.0453543546878579,-0.28822480039868303,-0.5955310571452022,-0.2973794360716537
sub-001,0,44,0.2203850209008504,0.24113529739331174,0.5700840349538215,0.622553433509044,0.5601817167854981,0.9280611276640238,0.569277101077295,0.8837195700004186,0.5188538229161083,0.5726044802768799,-0.354137770630202,-0.9359786029696672,-0.3812880777355708,-0.6447302086294913
sub-001,1,45,0.415298604918053,0.4809354916066414,0.4917642591846977,0.379784580218837,0.5728500191415518,0.8961414607752287,0.5700888266433433,0.9587648160043791,0.8492678382590112,0.683127387048128,-0.43002616637629765,-0.44955786518410845,-0.461794353354582,-0.83570789443045
sub-001,0,46,0.34662748993517584,0.4166877847809865,0.5169203711415966,0.4286120221748556,0.5991832033508842,0.9687314281340056,0.5631996145269014,0.9416635074378137,0.5802722983644307,0.6956228266701947,-0.34402808053073636,-0.6480210405470926,-0.8040181912107002,-0.642949103962553
sub-001,2,47,0.2639302841473155,0.24484534307713565,0.6442107018470448,0.6640372966451363,0.584339658152067,0.8592338701672113,0.5956867149913072,0.8482945844007004,0.7510304231827777,0.6666148864209681,-0.8015197172966225,-0.8575062336277083,-0.5903391604500361,-0.6967492185694255
sub-001,0,48,0.22369933248563242,0.16255427737253617,0.5725463742426559,0.6730203552251275,0.5816708191923148,0.9590386364589056,0.5826762981631335,0.9440437441588436,0.552121978282416,0.6335601781000464,-0.38768001692955506,-0.9789210951570204,-0.4033279850297629,-0.6333896944757421
sub-001,1,49,0.3271204272772622,0.2931033871020789,0.47080045737057385,0.45997837548476983,0.5857324480126964,0.9066350485851276,0.5753568187835745,0.9201388410806217,0.8445562579078881,0.6564375986179315,-0.9783448842523171,-0.5417999761136192,-0.46583186339037497,-0.7346080262140918
sub-001,0,50,0.49264315465903535,0.5113134118579498,0.33516730012039075,0.31474860136977223,0.5498964954652914,0.9064299853125846,0.5925296940394698,0.9344867247806024,0.8599007608178815,0.5654185725833557,-0.6000442756178025,-0.38134680971165713,-0.7259573382157859,-0.7179360630581928
sub-001,1,51,0.2364958915975822,0.2580239787606631,0.5785728933883495,0.6095454712397765,0.5751379224014332,0.9403297521051632,0.5838325729721388,0.9126561782900762,0.6674217522856876,0.6463249760821657,-0.8107471042640418,-0.7753897057473037,-0.6018975704018427,-0.7239281337667602
sub-001,0,52,0.25676349184770264,0.1962635345024408,0.41989675267634113,0.5735390909622793,0.5890745836561315,0.919440521707755,0.5513456771368093,0.8967320923821323,0.46085847032994465,0.495653141721427,-0.3480679639798295,-0.9491689836121642,-0.4102764998934573,-0.5185781432272157
sub-001,2,53,0.44353163935051115,0.3503603649655961,0.40414600102711334,0.4817280706554284,0.5914413187929375,0.905178125763932,0.540101014351281,0.9678186637053043,0.6908976671161889,0.5212367994117295,-0.4776631822432128,-0.7199887138864767,-0.6806780254052034,-0.6911265351777313
sub-001,0,54,0.3309127659365654,0.42822460817725244,0.5263881337132131,0.37602048018675716,0.5683449356848698,0.902024247100317,0.5740966396275353,0.9223710109842376,0.7142110317738034,0.6635002734573593,0.053729706658175065,-0.4299953810281931,-0.20144666416387003,-0.40915621296929744
sub-001,1,55,0.3074176243955082,0.28702605132198394,0.5468864204590741,0.5408419926027388,0.5673239507607626,0.8094829056058925,0.5914103541109252,0.9115379098553769,0.7109795217456778,0.691907938991232,-0.7621181899939476,-0.9676564421942204,-0.7158047074227415,-0.6217342076480535
sub-001,0,56,0.290815346417437,0.38402016316393023,0.5113718934170979,0.3915379243658388,0.5706051677123707,0.9251215944004985,0.5623746840022212,0.8552434847321617,0.6292491688485451,0.5764810652675567,0.14067859575768332,-0.19847466037755995,-0.1889678392916899,-0.23344620884011275
sub-001,2,57,0.19242360395061234,0.20465391210395129,0.688184510052328,0.5555267746275518,0.562584503284659,0.8945707702476318,0.5665020229403668,0.8432133162097317,0.40433325930382297,0.6083762014553912,-0.32682994159967405,-0.1582632166027905,-0.45267657953446455,-0.18171761278142418
sub-001,0,58,0.4324473810210686,0.35322349608094006,0.3710054530206725,0.40337442466754714,0.5797812995934293,0.9675569237721335,0.5675156972150086,0.9412130273595212,0.4865259452081447,0.5818541388889831,0.23257460716296163,-0.3549572756219562,-0.09381209280360558,-0.45280091185911997
sub-001,1,59,0.31971357551580487,0.4153748317114467,0.4512824031629705,0.42750410014635976,0.5514210942271571,0.9016892763545359,0.5627144692500492,0.8867097509159549,0.6590160971064492,0.615740247583186,-0.27256997553061074,-0.48641930303181846,-0.36885995862546206,-0.5632022976865884
sub-001,0,60,0.486494757179674,0.3929025346462462,0.30235710364060236,0.3755366435010265,0.572825498390304,0.9701829355545453,0.608358866164648,1.0100805024360557,0.6401337520130364,0.4551907440930987,-0.8395597198431258,-0.9753256860111407,-0.6953039455856079,-0.8959760970954052
sub-001,1,61,0.36108199998120527,0.35061029114619185,0.5367186092751687,0.5261401915288363,0.574804802685128,0.9194042832058189,0.5827393132756984,0.9340612583033643,0.7297170915041674,0.5746377177190107,-1.0978080409695654,-1.2517040852655945,-0.8549471806413834,-0.8346556979036107
sub-001,0,62,0.2845616020605592,0.2231469566648181,0.5122416233853804,0.45789095545449393,0.6012754785478327,0.9714185552412093,0.5975591020158015,0.9857911099641568,0.4906827776094306,0.5698341433807385,-1.1589755542450793,-0.7470928052925198,-0.9381562521793362,-0.5881509471880555
sub-001,2,63,0.5010406574241292,0.35736716907961547,0.4266402513396338,0.5444370902915125,0.5553324265721526,0.905780017920021,0.5543667622007087,0.8659687057390437,0.6837832819379017,0.5475104107905931,-0.8113132299713495,-0.6379387811272214,-0.8863029568315737,-0.6400969320213605
sub-001,0,64,0.34828907761687405,0.3636248376518148,0.4029146836794084,0.43029790088899894,0.5810139763970841,0.9380013450918918,0.5824007455165625,0.9066773064707636,0.6797152611025516,0.6629363571781465,-0.8796885312572267,-0.729906736395282,-1.0247887698599523,-0.6316112463732068
sub-001,1,65,0.2804421905700133,0.3306493683080795,0.5984688346712301,0.5848964090335715,0.5550397293643261,0.744664666201921,0.5662854075932326,0.8948576009209583,0.6113137058528032,0.6496890415637092,-0.7613767674077248,-0.9273320411645104,-0.5766172413164506,-0.8942219368044283
sub-001,0,66,0.39876264642948156,0.356884916606184,0.4418948986537925,0.5176599413858991,0.5655413009643686,0.8575432368494216,0.5760660813777623,0.8879147331561565,0.727534872967321,0.5909186898529507,-0.9702101575199528,-0.8535342291951546,-0.6697374990893763,-0.6688653589265681
sub-001,2,67,0.407532129758888,0.43282313836854347,0.45754791121896277,0.4092541574302013,0.5599475294110885,0.8882874475620994,0.6201090550439883,0.881520282923117,0.6626635782125609,0.6599466131640084,-0.9471033181714533,-0.7173402885030553,-0.7473535189224206,-0.7531387050433032
sub-001,0,68,0.42683813904721324,0.40334298059000895,0.4056706676053304,0.4641269995766184,0.5615457486719979,0.8722889489569718,0.5995274889642186,0.8513793817526114,0.5777900606395113,0.5941441665761178,-0.14278479338387332,-0.2900347100184758,-0.2786863875003665,-0.2430872307339591
sub-001,1,69,0.3921136435662104,0.35844269338139695,0.5049242181389615,0.47674829815955766,0.5523401052523176,0.8918710593686434,0.5768072859038273,0.9714498656182391,0.7584470770439797,0.6160345258672486,-0.3649292083408918,-0.904542508360623,-0.6047219988881624,-0.8720306738897743
sub-001,0,70,0.3451254263651375,0.26472187053402413,0.46615929657721084,0.5421051251092229,0.5798255686550529,0.8991045376230229,0.5660499299156863,0.8981595665897251,0.7513310858866831,0.598426731968775,-0.9370543018217405,-0.8111511557153299,-0.6753680328552744,-0.8660834664993986
sub-001,2,71,0.52292932776576,0.4003071431903971,0.36784029117178824,0.48348956164831874,0.566811407952982,0.9258976609374852,0.5441960870176938,0.9075238589051979,0.8355330063281103,0.47509432079124503,-0.9974364697108791,-0.4669618103297843,-0.8392571171048934,-0.7047296845676392
sub-001,0,72,0.37868192565512776,0.43217340347375016,0.3927126335677607,0.3670283737802596,0.5569944491173868,0.9217707598874023,0.5887727475896098,0.9497298820478104,0.8137940928359997,0.6072981290960794,-0.32658137762325506,-0.6624955169171277,-0.18778584058863684,-0.7685799089410503
sub-001,1,73,0.22284897092047476,0.3204656820399455,0.6022317642346781,0.5238182824293673,0.5798172449997447,0.936421118530621,0.6035187336498935,0.8741086490286252,0.5847662013265352,0.45663996056785694,-0.7425194799385789,-0.7250402703285217,-0.5012340168327666,-0.3097380757811104
sub-001,0,74,0.34828548979090956,0.34277166705259954,0.37022210320681087,0.4221019419921688,0.5622126718476221,0.8617227292045913,0.5597177442465382,0.9330163546501966,0.5846103397828987,0.5742978925118188,-0.3427839094812689,-0.3802925976478756,-0.32426020068036493,-0.4366084672107508
sub-001,2,75,0.25910275890969386,0.331313378641573,0.5729524049803246,0.531639264772737,0.5585608349573086,0.8695082076440004,0.5422863940276437,0.9005503278316498,0.7937727362071499,0.7733004520735521,-0.8263834503330726,-0.7738664854280024,-0.8906410215515168,-0.7941306145117033
sub-001,0,76,0.3194692371955994,0.2726594476027957,0.47243887274430446,0.4983181670806087,0.578907846415357,0.8711503021799576,0.5741806280527317,0.9293871542402163,0.7402385914663954,0.6040059329855998,-0.8156249531812428,-0.8452729797897348,-0.8541867312856616,-0.5670877268861859
sub-001,2,77,0.5228109704508707,0.3457399440389721,0.2980164407555507,0.4524936361446969,0.5449272995624987,0.8623381960460952,0.5779268456910835,0.9135152447665087,0.8316615082536535,0.5402682360633259,-0.711765591545651,-1.030193939351149,-0.9133838517901345,-0.78924391783933
sub-001,0,78,0.4410501249068532,0.4829411434871137,0.4943501474856976,0.39900787343361177,0.565883244308929,0.8721191183124377,0.5746259017640156,0.9463280081935146,0.796487931932282,0.5236414539394982,-0.7210517950676042,-0.3853405195739959,-0.2652294681639533,-0.3792939838749591
sub-001,1,79,0.24415943089189437,0.21982604109725945,0.5587656514134007,0.571484546485042,0.5693666095487102,0.9230245714289165,0.5537373882286887,0.9672268890730393,0.5770583338635897,0.6219956564765085,-1.3254632979945369,-0.868400879822281,-1.026445268922234,-0.6907727964308937
sub-001,0,80,0.3731674449881214,0.2909182066043615,0.4590677058657147,0.43665191713882195,0.5851919878026131,0.9845053598248485,0.5654624217275113,0.9459432872273634,0.7479263640582813,0.5992690272907072,-0.3286376328506979,-0.4771635759477316,-0.4094557035862473,-0.6810325309325207
sub-001,1,81,0.3804758944543386,0.25867427759444084,0.39711283697900845,0.524020743060272,0.6019866938659777,0.885945183850346,0.6219553464754899,0.9389665749520537,0.6662357879473441,0.5824296361523369,-0.5478721530190299,-0.6033319621485458,-0.41617004851311873,-0.621448963403
sub-001,0,82,0.22353067392700873,0.3098424200698657,0.6334758589562887,0.48738086334129344,0.5754921538464561,0.8678847297116388,0.5680285419485651,0.9108853451526313,0.6008234041756481,0.6248890540479111,-0.38836535579260845,-0.42462425097157575,-0.4414744534631211,-0.5021111451037091
sub-001,2,83,0.384806778369809,0.26847507738578946,0.5258825954998388,0.5763301407450099,0.5657101477268278,0.8903876570894385,0.5760136023185027,0.881169902896195,0.834423389441605,0.6391977370988,-0.79714152150399,-0.7104375660534213,-0.6059747960021652,-0.5672615396571014
sub-001,0,84,0.4420368745546016,0.40833119606366425,0.4039833294415158,0.4106821188242362,0.5598080321187946,0.9319386723724961,0.5549540206513957,0.9991991770624793,0.6739782950679825,0.5149091420446642,-0.4505852497364563,-0.3452186275687877,-0.4017785356974133,-0.45027564028753286
sub-001,2,85,0.32106017200125225,0.32368004681755336,0.5200766874310643,0.39126368161256,0.5844105093910619,0.9232325047822965,0.5648385730262113,0.9316106604705316,0.7215600841670571,0.6071470392177982,-0.6842357650591961,-0.6783912916613025,-0.7612825278116625,-0.7385709695110171
sub-001,0,86,0.2662381722754292,0.25456633355992786,0.5483250506134327,0.6141909438122215,0.5869011180029693,0.9377135209983853,0.5795821135569303,0.9692933442932032,0.46369111840811594,0.6530308779666905,-0.40128775103757486,-0.7348578545329373,-0.6507882056332277,-0.5701004451688402
sub-001,1,87,0.28120495392692524,0.26323008669344583,0.571601144134526,0.6314930321820394,0.5509902230950177,0.8724880106608803,0.603670187545454,0.8775677575834759,0.7364714239949187,0.5971655542299997,-0.9751238688374295,-1.1480827002332974,-0.838037190938572,-0.8223180538401492
sub-001,0,88,0.44793370810745303,0.5787916001835837,0.3700195823293603,0.2525305974380564,0.5612093864236631,0.994440746788424,0.5895944792031473,0.9734236805098222,0.7050617745169652,0.6131995795436934,-0.701226264559466,-0.5808106722419408,-0.6599201572026019,-0.9483525828798102
sub-001,1,89,0.3896012943305128,0.36260518000251324,0.46619523270396085,0.5591174230973346,0.5477172538847399,0.9195866750765118,0.5640637161149322,0.9028851470829178,0.6681044432019004,0.5509819311236772,-1.0544768342263597,-1.2954261715898756,-0.9264763352894188,-1.2107433373699639
sub-002,0,0,0.19516033931189733,0.2688740989919728,0.691031862050496,0.6234054501720802,0.5593295190792658,0.857964064890651,0.5461115207677318,0.8341533228910034,0.5457618576359832,0.5117237341690289,-0.17429872254772555,0.0627285636790671,0.05272755239205319,0.03407819976352104
sub-002,1,1,0.16335570745581626,0.2792373032162506,0.697846093564474,0.596987598866879,0.5756679058428422,0.9863171128704833,0.5779517830727521,0.9192077549017377,0.7760648364241706,0.6045015312310555,-0.5368342887936766,-0.8064314697491344,-0.458591998162859,-0.3941365766013408
sub-002,0,2,0.3409300559009888,0.34578364660794353,0.4599032348166334,0.42438887326951863,0.5523901168820595,0.9686652935039266,0.5768410036353995,0.9670279727753872,0.5098642874292769,0.38295161651629583,-0.6183342799833687,-0.28029989512720555,-0.5515438720221967,-0.5919328559770626
sub-002,2,3,0.31250412606379785,0.28641253988502824,0.5429970773983038,0.6461582121398615,0.5250005441988708,0.979687116892876,0.5572046734944167,0.9127239863680208,0.5760021524986841,0.5294436193073923,-0.8517581939593453,-1.488380932554277,-0.844730654503281,-0.8839787440103638
sub-002,0,4,0.31905749162443825,0.19469510528648803,0.5778391052778272,0.6880569665051622,0.5882944691443952,0.9948622699399534,0.5651483882163895,0.8641277537032188,0.7115567475788246,0.6114911882386611,-1.1781982179007493,-0.7854970945078782,-0.48397086314007465,-1.098050366025827
sub-002,2,5,0.32487657872210446,0.2870878969035956,0.5859685608590796,0.6083551845040315,0.5817388296972434,0.9565453681877969,0.5885705901798373,0.9446603244208047,0.5118360947978584,0.5235306004065576,-1.2251685020476253,-0.9194519609456265,-0.8060277837290842,-1.0381925321202514
sub-002,0,6,0.5054258298303337,0.5185419177277025,0.41626098804456146,0.3727179563191351,0.580519138703175,0.9677323047457911,0.5843206901053164,0.9821299923951434,0.7411571040094147,0.5297565223274213,-0.8719393586598263,-0.4496700232564866,-0.7776792815260605,-0.9718544344072896
sub-002,1,7,0.4859414612583285,0.41101179459985987,0.354009517924383,0.5037864543611846,0.5750711814606522,0.9642607248470707,0.5477780203057216,0.9046729137639886,0.5753842517623178,0.46135272281116196,-0.37161314399350737,-0.7862595085076073,-0.7801667015936012,-0.6611341524491702
sub-002,0,8,0.34964070667937547,0.2514148843639625,0.5455690014690638,0.638919182204223,0.573635803106157,0.9442750480032371,0.5494129648881447,0.904430482284261,0.6642417631093769,0.5658780577822224,-0.6614316439256065,-0.5841755023333179,-0.3768475859557538,-0.4965261201111538
